psraid,sample,ilang,cregion,usr,presapproval,presapprovestrength,countrydirection,approverace,approveeconomy,approvehealthcare,approveclimate,approveforeign,obamatough,approverepublicans,approvedemocrats,approvesupremecourt,approvecongress,supremecourtideology,supremecourtpower,equalrights,militarydiplomacy,racismproblem,knowirandeal,approveirandeal,relationshipirandeal,extremerepdem,peoplelikemerepdem,managegovrepdem,governsrepdem,immigrationrepdem,economyrepdem,terroristrepdem,environmentrepdem,abortionrepdem,taxesrepdem,foreignrepdem,healthcarerepdem,educationrepdem,deficitrepdem,gunsrepdem,approveaca,samesexmarriage,gunrights,owngun,approvesyria,groundtroopssyria,successsyria,approvecuba,approveendingembarago,knowconfederate,approveconfederate,rightconfederate,sex,age,education,hispanic,racecmb,religion,attend,income,registered,party,ideology,teaparty2,hh1,hh3,weight
205114,2,1,3,1,2,1,2,2,2,2,1,2,2,4,4,3,4,3,3,1,2,2,1,2,2,3,4,4,4,4,,,,,,4,,4,4,1,2,2,1,3,1,1,2,1,1,1,3,1,1,52,8,1,1,13,2,8,1,1,3,1,3,3,1.303030303030303
202841,2,1,2,1,1,2,2,1,1,1,1,1,3,3,2,2,4,3,3,2,2,1,2,1,1,1,1,2,2,2,,,,,,2,2,2,2,2,1,1,2,4,1,2,3,1,1,1,2,1,1,61,8,2,1,10,5,9,1,2,4,2,3,3,1.454545454545454
206214,2,1,2,1,2,1,2,2,2,2,2,2,2,1,4,1,4,1,2,2,2,1,2,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,2,4,2,3,1,1,1,1,1,2,3,1,1,45,3,2,1,1,3,2,1,1,2,3,2,2,2.666666666666667
201766,2,1,3,1,2,1,2,1,1,,2,2,2,2,1,2,,3,1,5,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,,,,,,1,,1,1,1,1,1,1,1,1,,,1,51,3,2,2,1,,4,1,3,3,3,6,3,3.454545454545454
201248,2,1,2,1,2,1,2,2,2,2,2,2,,,,4,3,3,3,,5,1,1,2,2,2,1,,,1,1,1,1,1,1,,,,,,2,3,1,2,1,1,3,2,2,1,3,,2,60,8,2,1,1,2,3,1,4,1,1,5,3,1.424242424242424
206860,2,1,2,1,2,1,2,2,1,2,2,2,2,2,3,2,2,3,1,2,1,2,3,,2,2,1,1,1,1,2,4,4,1,2,,,,,,2,2,1,3,1,1,1,2,1,1,1,2,1,24,3,2,1,12,4,5,1,3,3,3,5,2,2.393939393939394
103032,1,1,1,1,2,1,2,2,2,2,2,2,2,2,4,4,2,3,1,1,1,2,2,2,2,1,2,1,1,1,,,,,,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,3,2,1,58,3,2,1,1,5,6,1,1,3,3,2,2,2.727272727272727
203681,2,1,3,1,1,2,1,2,2,2,1,1,3,2,2,2,2,1,1,1,2,2,3,2,3,1,2,2,1,2,,,,,,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,3,2,2,35,5,2,4,2,4,8,3,3,3,3,3,2,2.96969696969697
102143,1,1,2,1,2,1,2,2,2,2,2,2,2,2,4,3,3,3,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,4,1,4,1,1,3,2,2,1,3,2,2,59,6,2,1,1,3,6,1,3,2,1,4,4,1.060606060606061
103242,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,3,2,3,1,2,5,2,2,2,2,1,1,1,4,1,,,,,,1,1,2,1,1,2,3,1,4,2,2,3,2,2,1,3,2,2,57,6,2,1,13,2,2,1,1,2,3,1,,1.090909090909091
102092,1,1,3,1,,,2,2,2,2,2,2,2,2,3,,4,2,3,2,2,2,2,2,2,1,1,1,1,3,4,3,3,3,3,,,,,,2,3,1,1,1,1,2,2,2,2,1,2,2,66,3,2,1,1,1,5,1,1,2,3,1,,1.151515151515151
204668,2,1,4,1,2,1,2,2,2,2,2,2,2,2,4,3,4,3,1,5,1,1,1,2,2,2,1,1,1,,,,,,,1,1,1,,1,2,,,,2,,1,2,2,2,3,,1,35,3,2,,12,,,,1,2,3,5,2,4.272727272727273
204853,2,1,4,1,2,1,2,,2,2,1,2,2,4,4,4,4,2,1,2,1,2,1,,3,3,4,4,4,2,4,4,2,2,1,,,,,,2,4,1,1,1,1,3,1,1,2,2,1,1,35,8,2,1,3,2,8,3,4,2,2,3,3,2.757575757575757
204808,2,1,1,1,1,1,2,1,1,1,1,1,2,4,2,2,4,2,3,2,2,1,1,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,1,1,2,3,1,1,1,2,1,1,71,8,2,1,2,2,9,1,2,4,2,2,2,1.242424242424242
207908,2,1,3,1,,,,1,1,1,1,1,3,4,2,,3,2,3,2,,1,2,,1,2,2,2,,2,2,2,2,,2,,,,,,1,,2,1,1,2,,,,2,2,1,2,76,3,2,2,1,1,,1,2,3,3,,1,1.090909090909091
208096,2,1,3,1,1,2,1,1,1,1,1,1,3,3,2,1,2,3,3,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,,,,,,1,1,1,2,2,2,2,1,1,1,2,1,2,28,8,2,1,1,4,7,3,2,4,2,2,2,2.575757575757576
100032,1,1,3,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,1,2,3,2,3,1,1,1,1,1,,,,,,1,1,2,1,1,2,4,2,4,2,2,2,2,2,3,3,2,2,83,1,2,1,1,4,1,1,1,2,3,1,,1.484848484848485
203624,2,1,2,1,2,2,,1,2,2,1,2,2,2,2,3,3,2,3,1,1,3,2,1,3,,,1,3,3,,,,,,1,3,3,3,1,2,2,1,1,1,1,2,1,1,1,3,2,1,44,3,2,1,2,4,9,1,3,3,3,4,2,2.606060606060606
101115,1,1,2,1,2,1,2,2,2,2,,2,,2,3,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,2,1,4,,,1,1,1,1,3,2,2,74,4,2,1,1,2,2,2,1,3,3,1,,2.03030303030303
201010,2,1,1,1,1,2,1,1,1,2,,,,4,1,2,2,1,1,1,1,,3,,,1,2,2,2,,,,,,,,4,2,4,2,2,1,1,4,,,2,,,1,1,2,2,32,6,2,1,1,3,6,3,2,2,,3,2,3.272727272727273
201338,2,1,1,1,,,1,1,1,1,,,3,,2,2,2,2,3,,2,1,2,,2,,2,4,2,3,3,3,3,2,3,,,,,,1,4,1,1,1,1,2,1,1,1,2,2,1,18,3,2,1,9,6,5,3,3,3,3,6,4,3.666666666666667
102053,1,1,3,1,1,1,2,1,1,1,,,2,2,2,2,4,2,1,2,1,3,2,1,1,2,2,4,3,,2,3,3,,,,,,,,,2,1,4,1,1,1,1,1,2,3,1,1,72,5,2,1,2,5,,1,3,3,2,1,,1.878787878787879
101891,1,1,3,1,1,,1,2,1,1,1,1,3,2,2,2,4,2,1,2,5,2,1,1,3,1,3,4,4,4,4,4,4,4,4,,,,,,1,,1,1,1,2,2,1,1,1,3,1,1,65,6,2,1,1,1,8,1,3,3,3,2,2,1
202671,2,1,2,1,2,1,1,2,,2,2,2,3,2,3,2,2,3,3,2,2,1,2,2,3,2,2,1,1,1,2,1,2,1,1,,,,,,2,3,1,2,1,2,2,1,1,1,3,2,1,19,4,2,1,1,2,4,2,1,2,3,5,3,2.848484848484848
204262,2,1,2,1,2,1,2,2,2,2,2,2,2,1,3,2,3,2,3,2,1,2,2,2,2,2,1,1,1,1,,,,,,1,1,3,1,1,2,,1,,1,1,3,1,1,1,1,1,2,82,3,2,1,1,3,,1,1,2,3,1,,1.303030303030303
202208,2,1,3,1,1,1,1,1,1,1,1,1,3,3,1,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,,,,,,1,1,2,4,2,2,2,2,2,2,3,1,1,19,4,2,2,13,4,,2,2,4,2,3,3,3.03030303030303
205152,2,1,3,1,2,1,2,2,2,2,2,2,2,2,3,4,4,3,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,3,1,1,1,1,3,2,2,1,3,2,1,50,2,2,1,2,6,6,1,1,3,3,2,2,3.484848484848484
201304,2,2,1,1,1,2,,1,,1,,1,3,2,2,1,2,,3,,2,2,2,1,,1,2,,,2,,,,,,,,,,,1,3,2,4,1,,2,1,1,,3,,1,90,4,1,5,1,1,,1,3,3,3,2,2,4.090909090909091
100985,1,1,3,1,2,1,2,2,2,2,2,2,2,,4,2,4,3,1,2,1,4,3,,2,2,1,1,2,1,1,1,1,,1,,,,,,2,3,1,4,2,2,,2,2,2,1,1,2,78,2,2,1,1,1,2,1,1,2,2,2,2,6.151515151515151
207454,2,1,2,1,1,2,1,1,1,1,1,1,3,3,2,2,4,2,3,2,1,2,2,1,3,1,2,2,2,2,2,2,2,1,2,,,,,,1,4,1,1,1,1,2,1,1,1,1,2,1,60,3,2,1,2,4,6,1,2,4,2,1,,3.757575757575757
103014,1,1,2,1,1,1,2,1,1,1,1,1,3,3,2,2,3,3,3,2,2,1,1,1,3,2,2,1,2,2,,,,,,4,2,2,2,4,1,,2,4,1,2,2,1,1,2,2,1,2,61,3,2,,1,2,5,1,2,3,3,2,2,6.060606060606061
101920,1,1,2,1,2,1,2,2,2,2,2,2,2,2,4,4,3,3,,5,2,3,,2,2,2,1,1,1,,1,1,1,1,1,,,,,,2,4,2,4,1,1,,2,2,1,3,1,2,89,3,2,1,2,2,,1,1,2,2,1,,3
101619,1,1,3,1,2,1,2,2,2,2,2,2,2,3,3,4,3,,1,2,1,2,2,2,2,3,4,4,4,3,,,,,,1,3,1,1,1,,4,1,1,2,1,,1,1,2,,2,1,69,3,2,1,1,1,,1,1,3,1,2,2,3.939393939393939
102903,1,1,2,1,1,1,2,1,1,1,,1,,4,2,4,3,1,1,2,2,1,2,2,3,1,2,2,2,,,,,,,2,2,2,2,2,2,4,1,4,1,2,2,1,1,2,3,2,2,68,3,2,1,2,1,4,1,2,2,3,2,2,5.515151515151515
206844,2,1,3,1,1,2,2,2,2,2,1,1,,1,3,,4,2,1,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,2,,,,,,2,3,2,4,2,1,2,1,1,3,3,1,1,36,3,2,2,1,5,2,1,2,3,2,3,2,2.575757575757576
201424,2,1,4,1,1,2,1,1,1,1,1,1,3,3,1,1,1,3,3,1,2,1,3,2,2,1,2,1,1,1,2,2,1,2,1,,,,,,1,2,2,4,2,2,3,1,1,1,3,1,1,21,3,2,1,3,1,4,3,3,4,3,1,,2.818181818181818
100460,1,1,3,1,1,1,2,1,1,1,,,3,3,2,2,3,,3,2,2,1,1,,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,4,2,2,,2,,1,1,1,1,1,2,85,6,2,2,1,1,,1,2,2,2,2,2,1.151515151515151
200576,2,1,3,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,,1,3,,1,1,,,3,3,3,3,3,2,3,,,,,,1,3,2,4,,1,2,,1,1,3,2,2,56,2,2,1,12,3,1,3,3,3,3,2,2,3.393939393939394
103137,1,1,3,1,2,1,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,2,1,2,2,2,1,1,1,1,,,,,,1,1,3,3,1,2,4,1,,1,1,,2,2,1,,2,2,50,3,1,4,2,1,7,1,1,2,3,3,3,3.545454545454545
204097,2,1,3,1,,,,,2,2,1,,3,,,2,,,,2,,1,3,,,,,,,,,,,,,,,,,,,1,2,4,,2,,,,2,1,2,2,21,4,2,1,13,3,2,1,4,,3,3,3,4.454545454545454
206560,2,1,4,1,1,1,1,1,1,1,1,1,3,4,2,2,3,2,3,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,2,2,1,2,2,3,1,1,1,2,1,2,56,5,2,1,12,5,2,1,1,4,2,1,,3.484848484848484
206195,2,1,3,1,1,1,1,1,1,1,1,2,2,3,2,2,3,1,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,1,1,1,2,1,1,1,2,1,1,32,6,2,5,9,6,7,2,2,5,2,4,2,1.272727272727273
200670,2,1,3,1,2,1,1,1,1,1,,1,2,3,,2,2,3,3,1,1,2,2,,3,1,4,2,2,2,2,2,2,4,2,,,,,,2,2,1,1,1,2,3,1,1,1,3,1,2,69,7,2,1,1,2,7,1,3,3,1,2,2,1
100305,1,1,3,1,2,1,2,2,2,2,2,2,2,1,1,2,3,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,49,3,2,1,1,2,1,1,2,2,3,4,4,4.909090909090909
205917,2,1,4,1,,,2,,1,,,,,4,3,3,3,2,1,2,2,1,3,2,3,1,2,2,2,2,,,,,,2,4,2,2,2,,1,1,1,,,3,1,1,2,2,1,1,44,4,2,1,12,1,8,2,2,4,3,4,2,2.96969696969697
203297,2,1,4,1,2,1,2,2,2,2,2,2,2,3,4,4,3,3,3,2,1,2,1,2,3,2,1,4,1,1,,,,,,1,1,1,1,1,2,3,1,1,1,2,4,2,2,1,3,2,1,61,4,2,1,1,4,4,1,1,2,1,2,2,2.575757575757576
202999,2,1,2,1,1,1,1,1,1,1,1,2,,,1,1,1,3,1,2,1,,3,1,3,1,,2,1,1,,,,,,1,1,1,2,2,1,2,2,4,1,2,,1,1,1,,,2,42,,2,1,,2,,,1,4,1,3,,2.090909090909091
103219,1,1,4,1,,,2,,1,1,1,,3,,,,4,2,3,,1,1,2,2,3,1,4,1,4,2,1,,1,2,2,,,,,,1,2,2,4,2,2,2,2,2,1,1,2,2,43,5,2,1,12,6,2,1,3,3,3,3,1,1.636363636363637
204579,2,1,4,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,3,2,2,1,1,1,1,1,2,2,2,3,,,,,,2,2,3,2,2,1,1,2,4,1,1,3,1,1,1,2,1,2,56,8,2,1,13,4,9,1,2,4,2,4,2,1.848484848484848
205755,2,1,4,1,2,,2,1,,2,2,2,,4,4,4,4,3,1,2,2,3,3,,2,3,,,3,1,,,,,,4,1,4,1,1,2,3,1,4,1,,3,1,1,3,3,,2,31,3,2,1,13,1,3,3,3,2,3,6,2,5.757575757575757
201252,2,1,2,1,2,1,2,2,2,2,2,2,,3,4,4,3,3,1,1,1,4,1,2,2,2,4,4,1,4,4,4,4,4,4,,,,,,2,4,1,,1,1,4,2,2,1,1,2,1,,6,2,1,1,3,8,1,3,1,1,2,2,1
207271,2,1,2,1,2,2,2,2,2,2,2,1,3,3,3,2,4,2,3,1,1,2,1,1,1,1,1,1,1,1,,,,,,1,4,2,1,1,2,1,1,1,1,2,3,1,1,1,1,2,1,68,6,2,1,1,2,6,1,3,2,2,2,2,1
101263,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,3,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,1,1,4,2,1,3,2,2,1,1,1,2,66,6,2,1,1,4,2,1,3,3,1,3,3,1.181818181818182
102732,1,1,4,1,2,1,2,2,2,2,2,2,2,3,4,3,3,3,,2,1,2,2,2,2,2,1,,4,1,,1,1,,1,,,,,,2,,1,1,,1,2,,1,1,3,2,2,65,3,2,1,1,4,6,1,1,1,1,3,2,1.787878787878788
206497,2,1,4,1,2,1,2,2,2,2,,2,2,1,4,3,4,3,3,1,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,4,1,1,1,1,2,1,2,2,3,2,2,30,3,2,1,13,1,3,1,3,2,3,5,2,5.848484848484848
100656,1,1,4,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,2,,2,1,1,3,1,,,2,2,,,,,,2,1,2,4,1,1,2,1,3,1,2,2,1,1,2,3,1,2,52,3,2,4,12,6,2,1,2,4,3,2,2,6.727272727272728
102086,1,1,3,1,2,1,2,2,2,2,2,2,2,2,4,4,4,3,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,4,1,1,1,1,2,2,2,1,3,1,1,68,3,2,1,1,2,5,1,1,2,1,2,2,2.181818181818182
205993,2,1,3,1,2,1,2,1,2,2,2,2,2,2,4,3,,3,1,,1,1,2,2,2,2,4,4,1,1,4,3,1,1,2,,,,,,2,4,2,2,,2,3,2,2,2,3,2,2,67,4,2,1,1,2,6,1,2,3,3,3,3,2.787878787878788
101149,1,1,2,1,1,1,1,1,1,1,,1,3,2,2,,2,2,3,2,2,4,3,,1,1,2,2,2,2,1,1,1,2,2,,,,,,1,2,2,4,1,1,2,1,2,3,1,2,1,55,5,2,1,1,5,1,3,3,2,3,1,,5.393939393939394
205221,2,1,3,1,1,1,2,1,1,1,1,1,3,2,1,1,2,2,3,2,1,1,1,1,2,1,3,2,2,,2,2,,,2,,,,,,1,2,1,4,,,,1,2,,,,2,57,3,2,2,1,1,1,1,2,3,,3,1,3.878787878787879
100381,1,1,2,1,1,1,2,1,1,1,,1,3,4,,,4,1,3,1,2,1,,1,1,1,2,2,4,2,,,,,,2,2,2,2,2,1,1,2,4,2,2,2,1,1,1,2,1,2,63,6,2,1,9,6,3,1,3,,2,1,,1
202627,2,1,3,1,2,1,2,2,2,2,2,2,2,3,4,3,2,3,1,1,1,1,1,2,2,2,1,4,4,1,1,1,1,1,1,,,,,,2,4,1,4,2,2,4,1,1,1,1,1,1,66,6,2,1,1,1,6,1,1,2,1,2,2,1.545454545454545
204810,2,1,3,1,1,1,1,1,1,1,1,1,2,4,1,2,2,2,3,2,5,2,2,,3,1,2,2,2,2,,,,,,2,2,2,2,1,1,2,2,3,2,1,2,1,1,1,,1,1,67,3,2,1,1,4,6,1,2,3,2,2,2,1.96969696969697
205588,2,1,3,1,1,1,2,1,1,2,1,2,2,3,3,3,3,2,1,2,1,1,2,2,3,2,4,1,2,2,2,2,2,1,2,,,,,,2,3,2,2,1,2,2,,,1,2,1,2,26,4,2,1,1,2,6,1,2,3,3,3,2,2.909090909090909
100712,1,1,2,1,1,2,1,,1,1,,1,,,2,2,2,3,3,,,,3,,3,,,,,,,,,,,,,,,,1,3,1,4,1,,,,,,,1,2,85,3,2,,9,2,,2,2,,3,1,,2.757575757575757
204900,2,1,3,1,2,1,2,2,2,2,1,2,2,4,4,4,4,3,1,2,1,1,1,2,2,2,2,1,4,1,,,,,,4,1,2,1,1,2,3,1,1,1,,3,1,1,1,1,1,1,66,6,2,1,2,3,3,1,3,2,1,2,2,1.181818181818182
205085,2,1,2,1,2,1,2,2,2,2,2,,,3,3,,,2,1,,1,1,2,,2,2,1,1,1,1,1,1,1,2,1,,,,,,2,3,1,3,1,2,2,,,2,3,2,1,31,5,2,1,13,2,6,1,3,3,3,4,2,1.818181818181818
100199,1,1,3,1,1,2,,1,1,1,,1,3,2,2,2,2,2,3,1,2,3,1,,1,1,4,2,4,2,4,1,2,4,3,,,,,,1,2,,2,1,2,3,1,1,1,3,1,1,44,6,2,1,10,4,1,1,3,3,3,2,2,1.666666666666667
208413,2,1,2,1,2,1,2,2,1,2,1,2,2,3,4,4,4,3,1,2,2,1,2,2,3,2,4,1,1,1,,,,,,,1,1,1,1,2,3,2,1,2,1,3,1,1,1,2,1,1,49,3,2,1,2,3,8,1,1,3,3,3,2,2.666666666666667
205067,2,1,1,1,2,1,2,2,2,2,2,2,2,1,4,4,4,2,1,1,2,1,1,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,3,1,1,1,1,,2,2,1,3,1,1,65,3,2,1,1,6,4,1,1,2,1,1,,1.636363636363637
100051,1,1,1,1,2,1,2,2,2,2,,2,2,3,3,3,3,3,1,1,1,4,1,2,2,2,1,1,1,1,,,,,,4,1,1,1,1,2,4,1,4,1,1,3,2,2,1,3,1,1,59,6,2,1,1,1,5,1,1,1,3,1,,1
101692,1,1,3,1,2,1,2,,2,1,,2,2,1,4,3,3,3,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,,,,,,1,3,1,4,2,2,3,1,2,1,3,2,2,49,4,2,1,1,3,2,1,1,2,1,1,,1.424242424242424
202299,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,1,,,,,,1,1,1,2,1,2,2,2,4,1,1,3,1,1,1,3,2,1,44,4,1,5,2,4,8,3,2,4,3,1,,3.363636363636364
102752,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,3,2,3,3,4,4,1,4,1,1,2,2,1,,,,,,2,,2,1,2,2,3,1,1,1,3,2,1,70,8,2,1,1,3,5,1,1,3,1,2,2,1
101022,1,1,3,1,2,1,2,2,2,2,2,2,2,4,4,4,4,3,1,5,,1,1,2,3,1,2,1,4,1,,,,,,1,1,2,1,4,2,3,1,1,2,1,3,2,2,1,1,2,1,72,3,2,1,1,1,4,1,5,2,1,2,2,1.96969696969697
101030,1,1,2,1,2,1,2,2,2,2,2,2,2,3,3,4,3,3,1,5,1,1,1,2,3,2,4,1,1,1,1,1,1,1,1,,,,,,2,3,1,,2,,4,2,2,1,3,1,1,67,3,2,1,10,5,4,1,3,1,1,2,2,2.121212121212121
205798,2,1,2,1,2,1,2,2,2,2,,2,2,3,2,,,3,3,2,2,1,3,,,2,2,2,2,,2,2,,2,2,,,,,,2,1,1,4,1,1,1,,2,3,1,2,2,26,4,2,1,13,5,3,1,2,2,1,2,1,6.545454545454546
208047,2,1,3,1,2,1,2,2,2,2,2,2,2,2,4,,3,3,3,1,1,3,1,2,3,2,1,1,1,1,,,,,,1,1,4,1,1,2,2,1,1,1,1,3,1,,1,3,2,2,70,5,2,1,2,3,7,1,3,2,3,2,2,1.878787878787879
200734,2,1,3,1,2,1,2,2,2,2,,2,2,4,4,4,4,,1,5,2,1,3,2,2,1,2,1,4,4,4,4,4,1,4,,,,,,2,4,1,3,2,2,4,2,2,1,1,2,1,35,4,2,1,12,6,6,3,3,,3,8,8,3.060606060606061
102173,1,1,3,1,2,1,2,2,2,2,2,2,2,3,4,4,3,3,1,1,1,1,2,2,2,2,1,1,4,3,,,,,,,1,,,4,2,4,1,2,2,1,3,2,2,1,1,2,2,78,3,2,1,1,1,3,1,1,2,3,2,2,2.545454545454545
208260,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,1,2,1,1,1,2,1,2,2,1,1,2,2,1,,,,,,2,2,2,4,2,1,2,1,1,1,2,1,1,18,3,2,1,13,2,8,1,3,3,3,4,4,2.666666666666667
101456,1,1,2,1,2,1,2,2,2,2,2,2,2,3,4,4,3,3,1,1,1,2,1,2,2,2,1,1,1,1,1,1,3,1,3,,,,,,2,4,1,1,1,1,4,2,2,1,3,2,1,79,7,2,1,1,1,5,1,1,2,1,2,2,1.878787878787879
208079,2,1,2,1,2,1,2,2,2,2,2,2,2,2,4,2,3,3,1,1,1,3,1,2,3,2,1,1,1,1,,,,,,1,1,1,1,1,2,3,1,3,1,1,3,2,2,1,3,1,1,40,8,2,1,3,2,8,1,1,1,1,5,2,1
102360,1,1,3,1,1,1,1,1,1,1,1,1,3,3,2,2,4,1,3,2,2,1,2,1,3,1,2,2,2,2,,,,,,4,2,,2,4,1,1,2,4,2,2,3,1,2,1,3,1,2,51,4,2,1,1,6,6,1,3,4,2,1,,1.696969696969697
205243,2,1,3,1,2,1,2,2,2,2,2,2,2,2,4,4,4,3,1,1,1,2,2,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,4,1,1,1,1,3,1,1,1,3,2,2,55,6,2,1,1,4,8,1,1,2,1,2,2,1.303030303030303
205335,2,1,2,1,2,1,2,1,2,2,1,2,2,4,4,2,3,2,3,2,5,1,1,2,3,2,4,3,4,4,,,,,,1,4,1,4,1,2,,1,3,2,1,2,1,2,1,3,1,1,60,3,2,1,2,4,6,1,3,3,3,5,4,2.272727272727273
208216,2,1,3,1,2,1,2,2,2,,,2,2,3,3,3,3,3,3,1,1,2,1,2,3,,4,4,4,4,4,4,4,4,4,,,,,,,,1,1,2,2,4,,1,1,3,1,1,65,6,2,1,1,2,9,1,3,3,3,2,2,1.393939393939394
100327,1,1,2,1,2,1,2,2,2,2,2,2,2,3,4,4,4,3,1,5,1,1,2,2,2,2,1,1,4,1,,,,,,4,4,4,1,1,2,2,1,4,1,1,,1,1,1,3,1,1,53,6,2,1,1,5,3,1,3,2,1,3,2,1.03030303030303
101319,1,1,3,1,2,2,1,1,2,2,1,2,2,2,3,2,3,2,3,1,2,2,2,,,1,2,1,1,1,,,,,,1,2,1,1,1,2,3,1,3,1,1,2,1,1,2,3,1,2,59,6,2,1,1,5,3,1,3,3,2,1,,1
206993,2,1,2,1,2,2,2,2,2,,,2,,3,3,,,,,1,1,,1,2,2,1,1,1,4,1,,,,,,4,,1,1,1,,4,1,,1,2,2,1,1,1,3,1,1,67,6,2,1,1,3,9,1,3,2,1,2,2,1
102067,1,1,3,1,1,2,1,1,1,1,1,1,3,3,2,2,3,1,3,1,2,2,1,1,3,3,2,4,4,1,,,,,,2,2,2,1,1,1,2,1,3,1,2,3,1,1,1,3,1,1,78,4,2,1,11,6,5,1,3,3,2,2,2,1.636363636363637
102708,1,1,2,1,2,1,2,2,2,2,2,2,2,2,4,3,3,3,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,3,1,4,1,1,2,2,2,1,3,2,1,47,3,2,1,1,4,2,1,1,2,1,4,2,2.333333333333334
201927,2,1,4,1,1,1,2,1,1,1,1,,3,4,2,2,4,2,3,1,2,2,1,,1,1,2,4,4,2,,,,,,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,49,4,2,1,12,6,6,1,2,3,2,2,2,4.151515151515151
202313,2,1,2,1,2,2,2,2,2,1,2,2,2,1,4,1,1,2,3,1,1,4,2,2,3,1,1,1,1,1,,,,,,2,2,1,1,2,2,4,1,1,1,1,1,1,1,1,3,2,1,32,5,2,1,2,4,6,3,3,2,2,3,1,5.636363636363637
102543,1,1,3,1,2,1,2,2,2,2,2,2,2,2,4,,4,3,3,1,5,,1,2,3,2,1,1,4,1,1,3,4,4,1,,,,,,2,1,1,1,1,2,3,2,2,1,3,1,2,71,6,2,1,1,2,,1,3,3,2,2,2,1
206977,2,1,2,1,1,1,2,1,2,2,1,1,3,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,3,1,1,2,2,2,1,,,,,,1,4,2,4,1,1,1,1,1,1,3,1,1,43,3,2,1,1,3,1,3,2,1,1,2,2,3.96969696969697
207956,2,1,4,1,2,1,2,2,2,2,2,2,2,3,2,3,2,3,3,2,2,1,1,2,2,2,1,1,1,1,,,,,,1,1,2,1,1,2,1,1,4,1,2,2,1,1,2,2,1,2,45,8,2,1,12,5,9,1,3,3,3,2,2,2.666666666666667
202194,2,1,3,1,2,1,2,2,2,,2,1,3,3,2,3,4,1,3,2,1,1,1,2,3,3,2,4,4,4,,,,,,3,2,4,4,2,1,4,1,1,1,1,2,1,1,1,3,1,1,67,6,2,1,1,2,3,1,2,3,,1,,1
208678,2,1,2,1,1,1,1,1,1,1,1,1,3,4,2,,,2,3,2,2,1,1,1,3,,2,4,,2,,,2,3,,,,,,,1,3,2,4,,,,1,1,1,2,1,2,78,5,2,1,1,1,3,1,3,3,3,1,,1.121212121212121
101397,1,1,2,1,2,1,2,2,2,2,2,2,2,2,4,4,4,3,1,1,2,1,3,,3,2,1,1,1,1,,,,,,1,1,2,1,1,2,4,1,,1,1,2,2,1,1,3,2,2,22,3,2,1,13,1,9,1,1,2,3,2,2,3.272727272727273
206011,2,1,2,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,1,1,2,3,2,2,2,1,2,1,2,1,2,2,2,2,1,,,,,,1,1,1,4,2,2,4,2,2,1,3,2,2,24,4,2,1,12,5,3,2,2,3,3,4,3,4.333333333333333
